Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID,MANTO Link
2966,Odysseus,μεγαλήτορα,great-hearted,Odyssey,5,149,epithet,,,Human Male,Narration,Narrator,,
2966,Calypso,πότνια,,Odyssey,5,149,epithet,,,Deity Female,Narration,Narrator,,
2966,Calypso,νύμφη,nymph,Odyssey,5,149,descriptor,,,Deity Female,Narration,Narrator,,
2969,life,γλυκὺς,,Odyssey,5,152,epithet,,,Concept,Narration,Narrator,,
2970,Calypso,νύμφη,nymph,Odyssey,5,153,descriptor,,,Deity Female,Narration,Narrator,,
2972,cave,γλαφυροῖσι,hollow,Odyssey,5,155,epithet,,,Object,Narration,Narrator,,
2975,sea,ἀτρύγετον,barren,Odyssey,5,158,epithet,,,Nature,Narration,Narrator,,
2976,Calypso,δῖα,divine,Odyssey,5,159,epithet,,,Deity Female,Narration,Narrator,,
2976,Calypso,θεάων,goddess,Odyssey,5,159,descriptor,,,Deity Female,Narration,Narrator,,
2979,Odysseus,κάμμορε,,Odyssey,5,160,epithet,,,Human Male,Direct,Calypso,,
2981,axe,χαλκῷ,,Odyssey,5,162,epithet,,,Object,Direct,Calypso,,
2982,raft,εὐρεῖαν,wide,Odyssey,5,163,epithet,,,Object,Direct,Calypso,,
2983,sea,ἠεροειδέα,misty,Odyssey,5,164,epithet,,,Nature,Direct,Calypso,,
2984,wine,ἐρυθρὸν,,Odyssey,5,165,epithet,,,Object,Direct,Calypso,,
2988,gods,τοὶ οὐρανὸν εὐρὺν ἔχουσιν,who hold broad heaven,Odyssey,5,169,descriptor,,,Deity Group,Direct,Calypso,,
2992,Odysseus,πολύτλας,much-enduring,Odyssey,5,171,epithet,,,Human Male,Narration,Narrator,,
2992,Odysseus,δῖος,divine,Odyssey,5,171,epithet,,,Human Male,Narration,Narrator,,
2993,words,πτερόεντα,winged,Odyssey,5,172,epithet,,,Object,Narration,Narrator,,
2995,Calypso,θεά,goddess,Odyssey,5,173,descriptor,,,Deity Female,Direct,Odysseus,,
2997,ship,ἐῖσαι,,Odyssey,5,175,epithet,,,Object,Direct,Odysseus,,
2998,ship,ὠκύποροι,,Odyssey,5,176,epithet,,,Object,Direct,Odysseus,,
3000,Calypso,θεά,goddess,Odyssey,5,178,descriptor,,,Deity Female,Direct,Odysseus,,
3004,Calypso,δῖα,divine,Odyssey,5,180,epithet,,,Deity Female,Narration,Narrator,,
3004,Calypso,θεάων,goddess,Odyssey,5,180,descriptor,,,Deity Female,Narration,Narrator,,
3007,Odysseus,ἀλιτρός,wicked,Odyssey,5,182,descriptor,,,Human Male,Direct,Calypso,,
3007,Odysseus,οὐκ ἀποφώλια,,Odyssey,5,182,descriptor,,,Human Male,Direct,Calypso,,
3009,heaven,εὐρὺς,,Odyssey,5,184,epithet,,,Nature,Direct,Calypso,,
3010,Stygian water,κατειβόμενον,,Odyssey,5,185,epithet,,,Nature,Direct,Calypso,,
3011,gods,μακάρεσσι,blessed,Odyssey,5,186,epithet,,,Deity Group,Direct,Calypso,,
3020,Calypso,δῖα,divine,Odyssey,5,192,epithet,,,Deity Female,Narration,Narrator,,
3020,Calypso,θεάων,goddess,Odyssey,5,192,descriptor,,,Deity Female,Narration,Narrator,,
3021,Calypso,θεοῖο,goddess,Odyssey,5,193,descriptor,,,Deity Female,Narration,Narrator,,
3022,cave,γλαφυρὸν,,Odyssey,5,194,epithet,,,Object,Narration,Narrator,,
3022,Calypso,θεὸς,god,Odyssey,5,194,descriptor,,,Deity Female,Narration,Narrator,,
3022,Odysseus,ἀνήρ,man,Odyssey,5,194,descriptor,,,Human Male,Narration,Narrator,,
3024,Calypso,νύμφη,nymph,Odyssey,5,196,descriptor,,,Deity Female,Narration,Narrator,,
3025,mortals,βροτοὶ,,Odyssey,5,197,epithet,,,Human Group,Narration,Narrator,,
3026,Odysseus,θείοιο,godlike,Odyssey,5,198,epithet,,,Human Male,Narration,Narrator,,
3030,Calypso,δῖα,divine,Odyssey,5,202,epithet,,,Deity Female,Narration,Narrator,,
3030,Calypso,θεάων,goddess,Odyssey,5,202,descriptor,,,Deity Female,Narration,Narrator,,
3033,Laertes,διογενὲς,born of Zeus,Odyssey,5,203,epithet,lineage,Zeus,Human Male,Direct,Calypso,,
3033,Odysseus,Λαερτιάδη,of Laertes,Odyssey,5,203,epithet,patronym,Laertes,Human Male,Direct,Calypso,,
3033,Odysseus,πολυμήχανʼ,of many devices,Odyssey,5,203,epithet,,,Human Male,Direct,Calypso,,
3040,Penelope,ἄλοχον,,Odyssey,5,210,descriptor,,,Human Female,Direct,Calypso,,
3043,mortal women,θνητὰς,,Odyssey,5,213,epithet,,,Human Group,Direct,Calypso,,
3043,gods,ἀθανάτῃσι,immortal,Odyssey,5,213,epithet,,,Deity Group,Direct,Calypso,,
3046,Odysseus,πολύμητις,of many wiles,Odyssey,5,214,epithet,,,Human Male,Narration,Narrator,,
3048,Calypso,πότνα,,Odyssey,5,215,epithet,,,Deity Female,Direct,Odysseus,,
3048,Calypso,θεά,goddess,Odyssey,5,215,descriptor,,,Deity Female,Direct,Odysseus,,
3049,Penelope,περίφρων,wise,Odyssey,5,216,epithet,,,Human Female,Direct,Odysseus,,
3051,Penelope,βροτός,,Odyssey,5,218,epithet,,,Human Female,Direct,Odysseus,,
3051,Calypso,ἀθάνατος,immortal,Odyssey,5,218,epithet,,,Deity Female,Direct,Odysseus,,
3051,Calypso,ἀγήρως,unaging,Odyssey,5,218,epithet,,,Deity Female,Direct,Odysseus,,
3054,god,θεῶν,,Odyssey,5,221,descriptor,,,Deity Male,Direct,Odysseus,,
3054,sea,οἴνοπι,wine-dark,Odyssey,5,221,epithet,,,Nature,Direct,Odysseus,,
3055,heart,ταλαπενθέα,,Odyssey,5,222,epithet,,,Concept,Direct,Odysseus,,
3061,cave,γλαφυροῖο,,Odyssey,5,226,epithet,,,Object,Narration,Narrator,,
3065,Eos,ἠριγένεια,early-born,Odyssey,5,228,epithet,,,Deity Female,Narration,Narrator,,
3065,Eos,ῥοδοδάκτυλος,,Odyssey,5,228,epithet,,,Deity Female,Narration,Narrator,,
3067,robe,ἀργύφεον,silver-white,Odyssey,5,230,descriptor,,,Object,Narration,Narrator,,
3067,Calypso,νύμφη,nymph,Odyssey,5,230,descriptor,,,Deity Female,Narration,Narrator,,
3070,Odysseus,μεγαλήτορι,great-hearted,Odyssey,5,233,epithet,,,Human Male,Narration,Narrator,,
3071,axe,ἄρμενον ἐν παλάμῃσι,,Odyssey,5,234,descriptor,,,Object,Narration,Narrator,,
3072,axe,ἀμφοτέρωθεν ἀκαχμένον,sharpened on both sides,Odyssey,5,235,descriptor,,,Object,Narration,Narrator,,
3073,handle,περικαλλὲς,,Odyssey,5,236,epithet,,,Object,Narration,Narrator,,
3073,handle,ἐλάινον,,Odyssey,5,236,epithet,,,Object,Narration,Narrator,,
3076,silver fir,οὐρανομήκης,,Odyssey,5,239,epithet,,,Nature,Narration,Narrator,,
3079,Calypso,δῖα,divine,Odyssey,5,242,epithet,,,Deity Female,Narration,Narrator,,
3079,Calypso,θεάων,goddess,Odyssey,5,242,descriptor,,,Deity Female,Narration,Narrator,,
3083,Calypso,δῖα,divine,Odyssey,5,246,epithet,,,Deity Female,Narration,Narrator,,
3083,Calypso,θεάων,goddess,Odyssey,5,246,descriptor,,,Deity Female,Narration,Narrator,,
3087,ship of burden,εὐρείης,wide,Odyssey,5,250,epithet,,,Object,Narration,Narrator,,
3095,Calypso,δῖα,divine,Odyssey,5,258,epithet,,,Deity Female,Narration,Narrator,,
3095,Calypso,θεάων,goddess,Odyssey,5,258,descriptor,,,Deity Female,Narration,Narrator,,
3098,sea,δῖαν,divine,Odyssey,5,261,epithet,,,Nature,Narration,Narrator,,
3102,Calypso,δῖα,divine,Odyssey,5,263,epithet,,,Deity Female,Narration,Narrator,,
3103,garment,θυώδεα,,Odyssey,5,264,epithet,,,Object,Narration,Narrator,,
3104,Calypso,θεὰ,goddess,Odyssey,5,265,descriptor,,,Deity Female,Narration,Narrator,,
3104,wine,μέλανος,dark,Odyssey,5,265,epithet,,,Object,Narration,Narrator,,
3108,Odysseus,δῖος,divine,Odyssey,5,269,epithet,,,Human Male,Narration,Narrator,,
3111,Bootes,ὀψὲ δύοντα,,Odyssey,5,272,epithet,,,Constellation,Narration,Narrator,,
3112,Bear,ἄμαξαν,Wain,Odyssey,5,273,epithet,,,Constellation,Narration,Narrator,,
3113,Bear,ἥ τʼ αὐτοῦ στρέφεται καί τʼ Ὠρίωνα δοκεύει,,Odyssey,5,274,descriptor,,,Constellation,Narration,Narrator,,
3115,Calypso,δῖα,divine,Odyssey,5,276,epithet,,,Deity Female,Narration,Narrator,,
3115,Calypso,θεάων,goddess,Odyssey,5,276,descriptor,,,Deity Female,Narration,Narrator,,
3120,sea,ἠεροειδέι,misty,Odyssey,5,281,epithet,,,Nature,Narration,Narrator,,
3122,Poseidon,κρείων,,Odyssey,5,282,epithet,,,Deity Male,Narration,Narrator,,
3122,Poseidon,ἐνοσίχθων,earth-shaker,Odyssey,5,282,epithet,,,Deity Male,Narration,Narrator,,
3139,Zephyrus,δυσαὴς,,Odyssey,5,295,epithet,,,Deity Male,Narration,Narrator,,
3140,Boreas,αἰθρηγενέτης,born of ether,Odyssey,5,296,epithet,,,Deity Male,Narration,Narrator,,
3142,spirit,μεγαλήτορα,great-hearted,Odyssey,5,298,epithet,,,Concept,Narration,Narrator,,
3146,Calypso,θεὰ,goddess,Odyssey,5,300,descriptor,,,Deity Female,Direct,Odysseus,,
3149,heaven,εὐρὺν,boundless,Odyssey,5,303,epithet,,,Nature,Direct,Odysseus,,
3153,Troy,εὐρείῃ,wide,Odyssey,5,307,epithet,,,Location,Direct,Odysseus,,
3153,"Agamemnon, Menelaus",Ἀτρεΐδῃσι,of Atreus,Odyssey,5,307,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
3155,spear,χαλκήρεα,,Odyssey,5,309,epithet,,,Object,Direct,Odysseus,,
3156,Achilles,Πηλεΐωνι,,Odyssey,5,310,epithet,patronym,Peleus,Human Male,Direct,Odysseus,,
3170,Calypso,δῖα,divine,Odyssey,5,321,epithet,,,Deity Female,Narration,Narrator,,
3183,Ino,Κάδμου θυγάτηρ,,Odyssey,5,333,epithet,lineage,Cadmus,Deity Female,Narration,Narrator,,
3183,Ino,καλλίσφυρος,,Odyssey,5,333,epithet,,,Deity Female,Narration,Narrator,,
3184,Ino,Λευκοθέη,,Odyssey,5,334,epithet,,,Deity Female,Narration,Narrator,,
3184,Leucothea,ἣ πρὶν μὲν ἔην βροτὸς αὐδήεσσα,,Odyssey,5,334,descriptor,,,Human Female,Narration,Narrator,,
3188,raft,πολυδέσμου,,Odyssey,5,338,epithet,,,Object,Narration,Narrator,,
3191,Odysseus,κάμμορε,,Odyssey,5,339,epithet,,,Human Male,Direct,Ino,,
3191,Poseidon,ἐνοσίχθων,earth-shaker,Odyssey,5,339,epithet,,,Deity Male,Direct,Ino,,
3199,veil,ἄμβροτον,divine,Odyssey,5,347,epithet,,,Object,Direct,Ino,,
3201,sea,οἴνοπα,,Odyssey,5,349,epithet,,,Nature,Direct,Ino,,
3205,Ino,θεὰ,goddess,Odyssey,5,351,descriptor,,,Deity Female,Narration,Narrator,,
3206,sea,κυμαίνοντα,surging,Odyssey,5,352,epithet,,,Nature,Narration,Narrator,,
3208,Odysseus,πολύτλας,much-enduring,Odyssey,5,354,epithet,,,Human Male,Narration,Narrator,,
3208,Odysseus,δῖος,divine,Odyssey,5,354,epithet,,,Human Male,Narration,Narrator,,
3209,spirit,μεγαλήτορα,great-hearted,Odyssey,5,355,epithet,,,Concept,Narration,Narrator,,
3213,gods,ἀθανάτων,immortal,Odyssey,5,357,epithet,,,Deity Group,Direct,Odysseus,,
3225,Poseidon,ἐνοσίχθων,earth-shaker,Odyssey,5,366,epithet,,,Deity Male,Narration,Narrator,,
3231,Calypso,δῖα,divine,Odyssey,5,372,epithet,,,Deity Female,Narration,Narrator,,
3234,Poseidon,κρείων,,Odyssey,5,375,epithet,,,Deity Male,Narration,Narrator,,
3234,Poseidon,ἐνοσίχθων,earth-shaker,Odyssey,5,375,epithet,,,Deity Male,Narration,Narrator,,
3239,Phaeacians,διοτρεφέεσσι,,Odyssey,5,378,epithet,lineage,Zeus,Human Group,Direct,Poseidon,,
3243,horse,καλλίτριχας,,Odyssey,5,380,epithet,,,Animal,Narration,Narrator,,
3244,house,κλυτὰ,,Odyssey,5,381,epithet,,,Object,Narration,Narrator,,
3246,Athena,κούρη Διὸς,daughter of Zeus,Odyssey,5,382,epithet,lineage,Zeus,Deity Female,Narration,Narrator,,
3249,Boreas,κραιπνὸν,,Odyssey,5,385,epithet,,,Deity Male,Narration,Narrator,,
3250,Phaeacians,φιληρέτμοισι,,Odyssey,5,386,epithet,,,Human Group,Narration,Narrator,,
3251,Odysseus,διογενὴς,born of Zeus,Odyssey,5,387,epithet,lineage,Zeus,Human Male,Narration,Narrator,,
3255,Eos,ἐυπλόκαμος,fair-haired,Odyssey,5,390,epithet,,,Deity Female,Narration,Narrator,,
3261,god,στυγερὸς,,Odyssey,5,396,epithet,,,Deity Male,Narration,Narrator,,
3261,god,δαίμων,,Odyssey,5,396,descriptor,,,Deity Male,Narration,Narrator,,
3272,Odysseus,μεγαλήτορα,great-hearted,Odyssey,5,407,epithet,,,Human Male,Narration,Narrator,,
3278,sea,πολιοῖο,,Odyssey,5,410,epithet,,,Nature,Direct,Odysseus,,
3279,rock,ὀξέες,,Odyssey,5,411,epithet,,,Nature,Direct,Odysseus,,
3288,sea,ἰχθυόεντα,,Odyssey,5,420,epithet,,,Nature,Direct,Odysseus,,
3289,god,δαίμων,,Odyssey,5,421,descriptor,,,Deity Male,Direct,Odysseus,,
3290,Amphitrite,κλυτὸς,,Odyssey,5,422,epithet,,,Human Female,Direct,Odysseus,,
3291,Poseidon,κλυτὸς,,Odyssey,5,423,epithet,,,Deity Male,Direct,Odysseus,,
3291,Poseidon,ἐννοσίγαιος,,Odyssey,5,423,epithet,,,Deity Male,Direct,Odysseus,,
3297,Athena,θεά,goddess,Odyssey,5,427,descriptor,,,Deity Female,Narration,Narrator,,
3297,Athena,γλαυκῶπις,flashing-eyed,Odyssey,5,427,epithet,,,Deity Female,Narration,Narrator,,
3306,Odysseus,δύστηνος,,Odyssey,5,436,epithet,,,Human Male,Narration,Narrator,,
3307,Athena,γλαυκῶπις,flashing-eyed,Odyssey,5,437,epithet,,,Deity Female,Narration,Narrator,,
3311,river,καλλιρόοιο,,Odyssey,5,441,epithet,,,Nature,Narration,Narrator,,
3317,river god,ἄναξ,lord,Odyssey,5,445,descriptor,,,Deity Male,Direct-Prayer,Odysseus,,
3319,gods,ἀθανάτοισι,immortal,Odyssey,5,447,epithet,,,Deity Group,Direct-Prayer,Odysseus,,
3322,river god,ἄναξ,lord,Odyssey,5,450,descriptor,,,Deity Male,Direct-Prayer,Odysseus,,
3334,Ino,θεοῖο,goddess,Odyssey,5,459,descriptor,,,Deity Female,Narration,Narrator,,
3337,hand,φίλῃσιν,,Odyssey,5,462,epithet,,,Object,Narration,Narrator,,
3338,earth,ζείδωρον,,Odyssey,5,463,epithet,,,Nature,Narration,Narrator,,
3339,spirit,μεγαλήτορα,great-hearted,Odyssey,5,464,epithet,,,Concept,Narration,Narrator,,
3349,sleep,γλυκερὸς,,Odyssey,5,472,epithet,,,Concept,Direct,Odysseus,,
3361,hand,φίλῃσιν,,Odyssey,5,482,epithet,,,Object,Narration,Narrator,,
3362,bed,εὐρεῖαν,wide,Odyssey,5,483,epithet,,,Object,Narration,Narrator,,
3365,Odysseus,πολύτλας,much-enduring,Odyssey,5,486,epithet,,,Human Male,Narration,Narrator,,
3365,Odysseus,δῖος,divine,Odyssey,5,486,epithet,,,Human Male,Narration,Narrator,,
3372,labour,δυσπονέος,,Odyssey,5,493,epithet,,,Activity,Narration,Narrator,,
3376,Odysseus,πολύτλας,much-enduring,Odyssey,6,1,epithet,,,Human Male,Narration,Narrator,,
3376,Odysseus,δῖος,divine,Odyssey,6,1,epithet,,,Human Male,Narration,Narrator,,
3379,Hypereia,εὐρυχόρῳ,,Odyssey,6,4,epithet,,,Location,Narration,Narrator,,
3380,Cyclopes,ὑπερηνορεόντων,,Odyssey,6,5,epithet,,,Humanoid Creature,Narration,Narrator,,
3382,Nausithous,θεοειδής,,Odyssey,6,7,epithet,,,Human Male,Narration,Narrator,,
3387,Alcinous,θεῶν ἄπο μήδεα εἰδώς,,Odyssey,6,12,descriptor,,,Human Male,Narration,Narrator,,
3388,Athena,θεά,goddess,Odyssey,6,13,descriptor,,,Deity Female,Narration,Narrator,,
3388,Athena,γλαυκῶπις,flashing-eyed,Odyssey,6,13,epithet,,,Deity Female,Narration,Narrator,,
3389,Odysseus,μεγαλήτορι,great-hearted,Odyssey,6,14,epithet,,,Human Male,Narration,Narrator,,
3390,inner room,πολυδαίδαλον,,Odyssey,6,15,epithet,,,Object,Narration,Narrator,,
3390,Nausicaa,κούρη,,Odyssey,6,15,descriptor,,,Human Female,Narration,Narrator,,
3391,Nausicaa,ἀθανάτῃσι φυὴν καὶ εἶδος ὁμοίη,like immortal goddesses in form and comliness,Odyssey,6,16,descriptor,,,Human Female,Narration,Narrator,,
3392,Nausicaa,θυγάτηρ μεγαλήτορος Ἀλκινόοιο,daughter,Odyssey,6,17,epithet,lineage,Alcinous,Human Female,Narration,Narrator,,
3393,Nausicaa's maids,Χαρίτων ἄπο κάλλος ἔχουσαι,,Odyssey,6,18,descriptor,,,Human Group,Narration,Narrator,,
3394,doors,φαειναί,,Odyssey,6,19,epithet,,,Object,Narration,Narrator,,
3395,Nausicaa,κούρης,,Odyssey,6,20,descriptor,,,Human Female,Narration,Narrator,,
3397,daughter of Dymas,κούρῃ ναυσικλειτοῖο Δύμαντος,,Odyssey,6,22,epithet,lineage,Dymas,Human Female,Narration,Narrator,,
3398,daughter of Dymas,"ἥ οἱ ὁμηλικίη μὲν ἔην, κεχάριστο δὲ θυμῷ",,Odyssey,6,23,descriptor,,,Human Female,Narration,Narrator,,
3399,Athena,γλαυκῶπις,flashing-eyed,Odyssey,6,24,epithet,,,Deity Female,Narration,Narrator,,
3402,Nausicaa,μεθήμονα,careless,Odyssey,6,25,descriptor,,,Human Female,Direct,Athena-as-Dymas-daughter,,
3402,Arete,μήτηρ,mother,Odyssey,6,25,descriptor,,,Human Female,Direct,Athena-as-Dymas-daughter,,
3403,garment,σιγαλόεντα,,Odyssey,6,26,epithet,,,Object,Direct,Athena-as-Dymas-daughter,,
3407,Arete,πότνια μήτηρ,queenly mother,Odyssey,6,30,descriptor,,,Human Female,Direct,Athena-as-Dymas-daughter,,
3413,Alcinous,πατέρα κλυτὸν,,Odyssey,6,36,descriptor,,,Human Male,Direct,Athena-as-Dymas-daughter,,
3415,blanket,σιγαλόεντα,,Odyssey,6,38,epithet,,,Object,Direct,Athena-as-Dymas-daughter,,
3420,Athena,γλαυκῶπις,flashing-eyed,Odyssey,6,41,epithet,,,Deity Female,Narration,Narrator,,
3421,Olympus,θεῶν ἕδος ἀσφαλὲς αἰεὶ,,Odyssey,6,42,descriptor,,,Location,Narration,Narrator,,
3425,gods,μάκαρες,,Odyssey,6,46,epithet,,,Deity Group,Narration,Narrator,,
3426,Athena,γλαυκῶπις,flashing-eyed,Odyssey,6,47,epithet,,,Deity Female,Narration,Narrator,,
3426,Nausicaa,κούρῃ,,Odyssey,6,47,descriptor,,,Human Female,Narration,Narrator,,
3429,Eos,ἐύθρονος,,Odyssey,6,48,epithet,,,Deity Female,Narration,Narrator,,
3432,Alcinous,πατρὶ φίλῳ,,Odyssey,6,51,descriptor,,,Human Male,Narration,Narrator,,
3432,Arete,μητρί,,Odyssey,6,51,descriptor,,,Human Female,Narration,Narrator,,
3435,kings,κλειτοὺς,,Odyssey,6,54,epithet,,,Human Group,Narration,Narrator,,
3436,Phaeacians,ἀγαυοί,noble,Odyssey,6,55,epithet,,,Human Group,Narration,Narrator,,
3437,Alcinous,φίλον πατέρα,,Odyssey,6,56,descriptor,,,Human Male,Narration,Narrator,,
3440,Alcinous,πάππα φίλʼ,,Odyssey,6,57,descriptor,,,Human Male,Direct,Nausicaa,,
3441,wagon,ὑψηλὴν,,Odyssey,6,58,epithet,,,Object,Direct,Nausicaa,,
3441,wagon,ἐύκυκλον,,Odyssey,6,58,epithet,,,Object,Direct,Nausicaa,,
3441,garment,κλυτὰ,,Odyssey,6,58,epithet,,,Object,Direct,Nausicaa,,
3445,son,φίλοι,,Odyssey,6,62,epithet,,,Human Male,Direct,Nausicaa,,
3451,marriage,θαλερὸν,,Odyssey,6,66,epithet,,,Activity,Narration,Narrator,,
3452,Alcinous,πατρὶ φίλῳ,,Odyssey,6,67,descriptor,,,Human Male,Narration,Narrator,,
3454,Nausicaa,τέκος,,Odyssey,6,68,descriptor,,,Human Female,Direct,Alcinous,,
3456,wagon,ὑψηλὴν,,Odyssey,6,70,epithet,,,Object,Direct,Alcinous,,
3456,wagon,ἐύκυκλον,,Odyssey,6,70,epithet,,,Object,Direct,Alcinous,,
3456,wagon,ὑπερτερίῃ ἀραρυῖαν,,Odyssey,6,70,descriptor,,,Object,Direct,Alcinous,,
3460,wagon,ἐύτροχον,,Odyssey,6,72,epithet,,,Object,Narration,Narrator,,
3460,wagon,ἡμιονείην,,Odyssey,6,72,epithet,,,Object,Narration,Narrator,,
3462,Nausicaa,κούρη,,Odyssey,6,74,descriptor,,,Human Female,Narration,Narrator,,
3462,garment,φαεινήν,,Odyssey,6,74,epithet,,,Object,Narration,Narrator,,
3463,wagon,ἐυξέστῳ,,Odyssey,6,75,epithet,,,Object,Narration,Narrator,,
3464,Arete,μήτηρ,mother,Odyssey,6,76,descriptor,,,Human Female,Narration,Narrator,,
3466,Nausicaa,κούρη,,Odyssey,6,78,descriptor,,,Human Female,Narration,Narrator,,
3469,reins,σιγαλόεντα,,Odyssey,6,81,epithet,,,Object,Narration,Narrator,,
3475,river waters,περικαλλέʼ,,Odyssey,6,85,epithet,,,Nature,Narration,Narrator,,
3476,washing basin,ἐπηετανοί,,Odyssey,6,86,epithet,,,Object,Narration,Narrator,,
3477,water,καλὸν,fair,Odyssey,6,87,epithet,,,Nature,Narration,Narrator,,
3479,river,δινήεντα,,Odyssey,6,89,epithet,,,Nature,Narration,Narrator,,
3480,grass,μελιηδέα,,Odyssey,6,90,epithet,,,Nature,Narration,Narrator,,
3481,water,μέλαν,,Odyssey,6,91,descriptor,,,Nature,Narration,Narrator,,
3491,Nausicaa,λευκώλενος,,Odyssey,6,101,epithet,,,Human Female,Narration,Narrator,,
3492,Artemis,ἰοχέαιρα,,Odyssey,6,102,epithet,,,Deity Female,Narration,Narrator,,
3494,deer,ὠκείῃς,,Odyssey,6,104,epithet,,,Animal,Narration,Narrator,,
3495,nymphs,κοῦραι Διὸς,daughters of Zeus,Odyssey,6,105,epithet,lineage,Zeus,Deity Group,Narration,Narrator,,
3495,Zeus,αἰγιόχοιο,aegis-bearing,Odyssey,6,105,epithet,,,Deity Male,Narration,Narrator,,
3499,Nausicaa,παρθένος ἀδμής,,Odyssey,6,109,descriptor,,,Human Female,Narration,Narrator,,
3502,garment,καλά,,Odyssey,6,111,epithet,,,Object,Narration,Narrator,,
3503,Athena,θεά,goddess,Odyssey,6,112,descriptor,,,Deity Female,Narration,Narrator,,
3503,Athena,γλαυκῶπις,flashing-eyed,Odyssey,6,112,epithet,,,Deity Female,Narration,Narrator,,
3504,Nausicaa,ἐυώπιδα,,Odyssey,6,113,epithet,,,Human Female,Narration,Narrator,,
3504,Nausicaa,κούρην,,Odyssey,6,113,descriptor,,,Human Female,Narration,Narrator,,
3506,Nausicaa,βασίλεια,,Odyssey,6,115,descriptor,,,Human Female,Narration,Narrator,,
3508,Odysseus,δῖος,divine,Odyssey,6,117,epithet,,,Human Male,Narration,Narrator,,
3517,glen,ποιήεντα,,Odyssey,6,124,epithet,,,Nature,Direct,Odysseus,,
3518,mortals,αὐδηέντων,,Odyssey,6,125,epithet,,,Human Group,Direct,Odysseus,,
3523,Odysseus,δῖος,divine,Odyssey,6,127,epithet,,,Human Male,Narration,Narrator,,
3524,hand,παχείῃ,,Odyssey,6,128,epithet,,,Object,Narration,Narrator,,
3526,lion,ὀρεσίτροφος,,Odyssey,6,130,epithet,,,Animal,Narration,Narrator,,
3530,house,πυκινὸν,,Odyssey,6,134,epithet,,,Object,Narration,Narrator,,
3531,maidens,ἐυπλοκάμοισιν,,Odyssey,6,135,epithet,,,Human Group,Narration,Narrator,,
3535,Nausicaa,Ἀλκινόου θυγάτηρ,daughter of Alcinous,Odyssey,6,139,epithet,lineage,Alcinous,Human Female,Narration,Narrator,,
3538,Nausicaa,ἐυώπιδα,,Odyssey,6,142,epithet,,,Human Female,Narration,Narrator,,
3538,Nausicaa,κούρην,,Odyssey,6,142,epithet,,,Human Female,Narration,Narrator,,
3539,words,μειλιχίοισι,gentle,Odyssey,6,143,epithet,,,Concept,Narration,Narrator,,
3543,Nausicaa,κούρη,,Odyssey,6,147,descriptor,,,Human Female,Narration,Narrator,,
3547,Nausicaa,ἄνασσα,lady,Odyssey,6,149,descriptor,,,Human Female,Direct,Odysseus,,
3548,goddess,τοὶ οὐρανὸν εὐρὺν ἔχουσιν,who hold broad heaven,Odyssey,6,150,descriptor,,,Deity Female,Direct,Odysseus,,
3549,Artemis,Διὸς κούρῃ,daughter of Zeus,Odyssey,6,151,epithet,lineage,Zeus,Deity Female,Direct,Odysseus,,
3549,Zeus,μεγάλοιο,great,Odyssey,6,151,epithet,,,Deity Male,Direct,Odysseus,,
3551,mortals,τοὶ ἐπὶ χθονὶ ναιετάουσιν,,Odyssey,6,153,descriptor,,,Human Group,Direct,Odysseus,,
3552,Arete,πότνια μήτηρ,,Odyssey,6,154,descriptor,,,Human Female,Direct,Odysseus,,
3567,Nausicaa,γύναι,woman,Odyssey,6,168,descriptor,,,Human Female,Direct,Odysseus,,
3569,sea,οἴνοπα,,Odyssey,6,170,epithet,,,Nature,Direct,Odysseus,,
3570,storm,κραιπναί,,Odyssey,6,171,epithet,,,Nature,Direct,Odysseus,,
3574,Nausicaa,ἄνασσʼ,lady,Odyssey,6,175,descriptor,,,Human Female,Direct,Odysseus,,
3581,unity of mind,ἐσθλήν,good,Odyssey,6,182,epithet,,,Concept,Direct,Odysseus,,
3587,Nausicaa,λευκώλενος,,Odyssey,6,186,epithet,,,Human Female,Narration,Narrator,,
3589,Odysseus,ξεῖνʼ,guest-friend/stranger,Odyssey,6,187,descriptor,,,Human Male,Direct,Nausicaa,,
3590,Zeus,Ὀλύμπιος,Olympian,Odyssey,6,188,epithet,,,Deity Male,Direct,Nausicaa,,
3595,suppliant,ταλαπείριον,,Odyssey,6,193,epithet,,,Human Male,Direct,Nausicaa,,
3598,Nausicaa,θυγάτηρ μεγαλήτορος Ἀλκινόοιο,daughter,Odyssey,6,196,epithet,lineage,Alcinous,Human Female,Direct,Nausicaa,,
3599,Alcinous,τοῦ δʼ ἐκ Φαιήκων ἔχεται κάρτος τε βίη τε,,Odyssey,6,197,descriptor,,,Human Male,Direct,Nausicaa,,
3602,handmaids,ἐυπλοκάμοισι,,Odyssey,6,198,epithet,,,Human Female,Narration,Narrator,,
3608,Phaeacians,φίλοι ἀθανάτοισιν,,Odyssey,6,203,descriptor,,,Human Group,Direct,Nausicaa,,
3609,sea,πολυκλύστῳ,,Odyssey,6,204,epithet,,,Nature,Direct,Nausicaa,,
3611,Odysseus,δύστηνος,,Odyssey,6,206,epithet,,,Human Male,Direct,Nausicaa,,
3611,Odysseus,ἀλώμενος,wandering,Odyssey,6,206,descriptor,,,Human Male,Direct,Nausicaa,,
