Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID
13346,Patroclus,δειλοῖο,,Iliad,17,670,descriptor,,,,Direct,Menelaus,
13347,Patroclus,πᾶσιν γὰρ ἐπίστατο μείλιχος εἶναι,,Iliad,17,671,descriptor,,,,Direct,Menelaus,
13351,Menelaus,ξανθὸς,,Iliad,17,673,epithet,,,,Narration,Narrator,
13354,hare,πόδας ταχὺς,,Iliad,17,676,epithet,,,,Narration,Narrator,
13357,Menelaus,διοτρεφὲς,,Iliad,17,679,epithet,lineage,Zeus,,Narration,Narrator,
13357,eyes,φαεινὼ,,Iliad,17,679,epithet,,,,Narration,Narrator,
13359,Antilochus,Νέστορος υἱὸν,,Iliad,17,681,epithet,lineage,Nestor,,Narration,Narrator,
13362,Menelaus,ξανθὸς,,Iliad,17,684,epithet,,,,Narration,Narrator,
13364,Antilochus,διοτρεφὲς,,Iliad,17,685,epithet,lineage,Zeus,,Direct,Menelaus,
13367,god,θεὸς,,Iliad,17,688,descriptor,,,,Direct,Menelaus,
13368,Patroclus,ὤριστος Ἀχαιῶν,,Iliad,17,689,descriptor,,,,Direct,Menelaus,
13372,Hector,κορυθαίολος,,Iliad,17,693,epithet,,,,Direct,Menelaus,
13380,Laodocus,ἀμύμονι,,Iliad,17,698,epithet,,,,Narration,Narrator,
13380,Laodocus,ἑταίρῳ,,Iliad,17,698,descriptor,,,,Narration,Narrator,
13381,horse,μώνυχας,,Iliad,17,699,epithet,,,,Narration,Narrator,
13384,Achilles,Πηλεΐδῃ,,Iliad,17,701,epithet,patronym,Peleus,,Narration,Narrator,8182012
13385,Menelaus,διοτρεφὲς,,Iliad,17,702,epithet,lineage,Zeus,,Narration,Narrator,
13388,Thrasymedes,δῖον,,Iliad,17,705,epithet,,,,Narration,Narrator,
13389,Patroclus,ἥρωϊ,,Iliad,17,706,descriptor,,,,Narration,Narrator,
13392,ship,θοῇσιν,,Iliad,17,708,epithet,,,,Direct,Menelaus,
13393,Achilles,πόδας ταχύν,,Iliad,17,709,epithet,,,,Direct,Menelaus,8182012
13394,Hector,δίῳ,,Iliad,17,710,epithet,,,,Direct,Menelaus,
13401,Telamonian Ajax,μέγας,,Iliad,17,715,epithet,,,,Narration,Narrator,
13401,Telamonian Ajax,Τελαμώνιος,,Iliad,17,715,epithet,,,,Narration,Narrator,
13403,Menelaus,ἀγακλεὲς,,Iliad,17,716,descriptor,,,,Direct,Telamonian Ajax,
13406,Hector,δίῳ,,Iliad,17,719,epithet,,,,Direct,Telamonian Ajax,
13408,battle,ὀξὺν,,Iliad,17,721,epithet,,,,Direct,Telamonian Ajax,
13427,ship,γλαφυράς,,Iliad,17,736,epithet,,,,Narration,Narrator,
13440,river,ἰφθίμων,,Iliad,17,749,epithet,,,,Narration,Narrator,
13445,Aeneas,Ἀγχισιάδης,,Iliad,17,754,epithet,patronym,Anchises,,Narration,Narrator,
13445,Hector,φαίδιμος,,Iliad,17,754,epithet,,,,Narration,Narrator,
13448,hawk,ὅ τε σμικρῇσι φόνον φέρει ὀρνίθεσσιν,,Iliad,17,757,descriptor,,,,Narration,Narrator,
13451,armor,καλὰ,,Iliad,17,760,epithet,,,,Narration,Narrator,
13457,Antilochus,πόδας ταχὺς,,Iliad,18,2,epithet,,,,Narration,Narrator,
13458,ship,ὀρθοκραιράων,,Iliad,18,3,epithet,,,,Narration,Narrator,
13460,spirit,μεγαλήτορα,,Iliad,18,5,epithet,,,,Narration,Narrator,
13462,Achaean,κομόωντες,,Iliad,18,6,epithet,,,,Direct,Antilochus,
13466,Patroclus,Μυρμιδόνων τὸν ἄριστον,,Iliad,18,10,descriptor,,,,Direct,Antilochus,
13468,Patroclus,Μενοιτίου ,,Iliad,18,12,epithet,lineage,Menoetius,,Direct,Antilochus,
13468,Patroclus,ἄλκιμος,,Iliad,18,12,epithet,,,,Direct,Antilochus,
13469,Patroclus,σχέτλιος,,Iliad,18,13,descriptor,,,,Direct,Antilochus,
13474,Nestor,ἀγαυοῦ,,Iliad,18,16,epithet,,,,Narration,Narrator,
13474,Antilochus,Νέστορος υἱὸς,,Iliad,18,16,epithet,lineage,Nestor,,Narration,Narrator,
13477,Achilles,Πηλέος υἱὲ,,Iliad,18,18,epithet,lineage,Peleus,,Direct,Antilochus,8182012
13477,Peleus,δαΐφρονος,,Iliad,18,18,epithet,,,,Direct,Antilochus,
13480,Hector,κορυθαίολος,,Iliad,18,21,epithet,,,,Direct,Antilochus,
13488,Achilles,μέγας,,Iliad,18,26,descriptor,,,,Narration,Narrator,8182012
13492,Achilles,δαΐφρονα,,Iliad,18,30,epithet,,,,Narration,Narrator,8182012
13497,Thetis,πότνια μήτηρ,,Iliad,18,35,descriptor,,,,Narration,Narrator,
13498,Nereus,πατρὶ,,Iliad,18,36,descriptor,,,,Narration,Narrator,
13498,Nereus,γέροντι,,Iliad,18,36,descriptor,,,,Narration,Narrator,
13499,goddesses,θεαὶ,goddess,Iliad,18,37,descriptor,,,,Narration,Narrator,
13502,halie,βοῶπις,,Iliad,18,40,epithet,,,,Narration,Narrator,
13507,Galatea,ἀγακλειτὴ,,Iliad,18,45,epithet,,,,Narration,Narrator,
13510,amatheia,ἐϋπλόκαμός,,Iliad,18,48,epithet,,,,Narration,Narrator,
13517,Thetis,δειλή,,Iliad,18,54,descriptor,,,,Direct,Thetis,
13517,Thetis,δυσαριστοτόκεια,,Iliad,18,54,descriptor,,,,Direct,Thetis,
13518,Achilles,ἀμύμονά,,Iliad,18,55,epithet,,,,Direct,Thetis,8182012
13518,Achilles,κρατερόν,,Iliad,18,55,epithet,,,,Direct,Thetis,8182012
13519,Achilles,ἔξοχον ἡρώων,,Iliad,18,56,descriptor,,,,Direct,Thetis,8182012
13521,ship,κορωνίσιν,,Iliad,18,58,epithet,,,,Direct,Thetis,
13533,Troy,ἐρίβωλον,,Iliad,18,67,epithet,,,,Narration,Narrator,
13535,Achilles,ταχὺν,,Iliad,18,69,epithet,,,,Narration,Narrator,8182012
13536,Thetis,πότνια μήτηρ,,Iliad,18,70,descriptor,,,,Narration,Narrator,
13543,sons of Achaeans,υἷας Ἀχαιῶν,,Iliad,18,76,epithet,lineage,Achaeans,,Direct,Thetis,
13547,Achilles,πόδας ὠκὺς,,Iliad,18,78,epithet,,,,Narration,Narrator,8182012
13549,Thetis,μῆτερ,,Iliad,18,79,descriptor,,,,Direct,Achilles,
13549,Zeus,Ὀλύμπιος,,Iliad,18,79,epithet,,,,Direct,Achilles,
13550,Patroclus,φίλος ὤλεθʼ ἑταῖρος,,Iliad,18,80,descriptor,,,,Direct,Achilles,
13554,armor,καλά,,Iliad,18,84,epithet,,,,Direct,Achilles,
13554,gift,ἀγλαὰ,,Iliad,18,84,epithet,,,,Direct,Achilles,
13555,man,βροτοῦ,,Iliad,18,85,epithet,,,,Direct,Achilles,
13556,Nereid,ἀθανάτῃς,,Iliad,18,86,epithet,,,,Direct,Achilles,
13556,Nereid,ἁλίῃσι,,Iliad,18,86,descriptor,,,,Direct,Achilles,
13563,Patroclus,Μενοιτιάδεω,,Iliad,18,93,epithet,patronym,Menoetius,,Direct,Achilles,
13573,Achilles,πόδας ὠκὺς,,Iliad,18,97,epithet,,,,Narration,Narrator,8182012
13580,Hector,δίῳ,,Iliad,18,103,epithet,,,,Direct,Achilles,
13582,Achaean,χαλκοχιτώνων,,Iliad,18,105,epithet,,,,Direct,Achilles,
13588,Agamemnon,ἄναξ ἀνδρῶν,,Iliad,18,111,epithet,,,,Direct,Achilles,
13593,gods,ἀθάνατοι,,Iliad,18,116,epithet,,,,Direct,Achilles,
13594,Herakles,βίη,,Iliad,18,117,epithet,,,,Direct,Achilles,
13595,Herakles,φίλτατος ἔσκε Διὶ,,Iliad,18,118,descriptor,,,,Direct,Achilles,
13595,Zeus,Κρονίωνι,,Iliad,18,118,epithet,lineage,Kronos,,Direct,Achilles,
13595,Zeus,ἄνακτι,,Iliad,18,118,epithet,,,,Direct,Achilles,
13599,"Trojan women, Dardanian women",βαθυκόλπων,,Iliad,18,122,epithet,,,,Direct,Achilles,
13607,Thetis,θεὰ,goddess,Iliad,18,127,descriptor,,,,Narration,Narrator,
13607,Thetis,ἀργυρόπεζα,,Iliad,18,127,epithet,,,,Narration,Narrator,
13611,armor,καλὰ,,Iliad,18,130,epithet,,,,Direct,Thetis,
13612,Hector,κορυθαίολος,,Iliad,18,131,epithet,,,,Direct,Thetis,
13618,armor,καλὰ,,Iliad,18,137,epithet,,,,Direct,Thetis,
13618,Hephaestus,ἄνακτος,,Iliad,18,137,epithet,,,,Direct,Thetis,
13622,Nereid,ἁλίῃσι κασιγνήτῃσι,,Iliad,18,139,descriptor,,,,Narration,Narrator,
13624,sea-bosom,εὐρέα,,Iliad,18,140,epithet,,,,Direct,Thetis,
13625,Nereus,γέρονθʼ ἅλιον,,Iliad,18,141,epithet,,,,Direct,Thetis,
13626,Olympus,μακρὸν,,Iliad,18,142,epithet,,,,Direct,Thetis,
13627,Hephaestus,κλυτοτέχνην,,Iliad,18,143,epithet,,,,Direct,Thetis,
13628,armor,κλυτὰ,,Iliad,18,144,epithet,,,,Direct,Thetis,
13632,Thetis,θεὰ,goddess,Iliad,18,146,descriptor,,,,Narration,Narrator,
13632,Thetis,ἀργυρόπεζα,,Iliad,18,146,epithet,,,,Narration,Narrator,
13633,Achilles,φίλῳ παιδὶ,,Iliad,18,147,descriptor,,,,Narration,Narrator,8182012
13633,armor,κλυτὰ,,Iliad,18,147,epithet,,,,Narration,Narrator,
13637,Hector,ἀνδροφόνοιο,,Iliad,18,149,epithet,,,,Narration,Narrator,
13639,Achaean,ἐϋκνήμιδες,well-greaved,Iliad,18,151,epithet,,,,Narration,Narrator,
13640,Patroclus,θεράποντʼ Ἀχιλῆος,,Iliad,18,152,descriptor,,,,Narration,Narrator,
13642,Hector,Πριάμοιο πάϊς,,Iliad,18,154,epithet,lineage,Priam,,Narration,Narrator,
13643,Hector,φαίδιμος,,Iliad,18,155,epithet,,,,Narration,Narrator,
13649,lion,αἴθωνα,,Iliad,18,161,epithet,,,,Narration,Narrator,
13651,"Telamonian Ajax, Lesser Ajax",κορυστὰ,,Iliad,18,163,descriptor,,,,Narration,Narrator,
13652,Hector,Πριαμίδην,,Iliad,18,164,epithet,patronym,Priam,,Narration,Narrator,
13654,Achilles,Πηλεΐωνι,,Iliad,18,166,epithet,patronym,Peleus,,Narration,Narrator,8182012
13654,Iris,ποδήνεμος,,Iliad,18,166,epithet,,,,Narration,Narrator,
13654,Iris,ὠκέα,,Iliad,18,166,epithet,,,,Narration,Narrator,
13659,Achilles,Πηλεΐδη,,Iliad,18,170,epithet,patronym,Peleus,,Direct,Iris,8182012
13659,Achilles,πάντων ἐκπαγλότατʼ ἀνδρῶν,,Iliad,18,170,descriptor,,,,Direct,Iris,8182012
13663,Troy,ἠνεμόεσσαν,,Iliad,18,174,epithet,,,,Direct,Iris,
13664,Hector,φαίδιμος,,Iliad,18,175,epithet,,,,Direct,Iris,
13673,Achilles,ποδάρκης,,Iliad,18,181,epithet,,,,Narration,Narrator,8182012
13673,Achilles,δῖος,,Iliad,18,181,descriptor,,,,Narration,Narrator,8182012
13675,Iris,θεὰ,goddess,Iliad,18,182,descriptor,,,,Direct,Achilles,
13678,Iris,ποδήνεμος,,Iliad,18,183,epithet,,,,Narration,Narrator,
13678,Iris,ὠκέα,,Iliad,18,183,epithet,,,,Narration,Narrator,
13680,Hera,Διὸς ,,Iliad,18,184,descriptor,,,,Direct,Iris,
13680,Hera,κυδρὴ,,Iliad,18,184,descriptor,,,,Direct,Iris,
13681,Zeus,Κρονίδης,,Iliad,18,185,epithet,patronym,Kronos,,Direct,Iris,
13681,Zeus,ὑψίζυγος,,Iliad,18,185,epithet,,,,Direct,Iris,
13682,Olympus,ἀγάννιφον,,Iliad,18,186,epithet,,,,Direct,Iris,
13685,Achilles,πόδας ὠκὺς,,Iliad,18,187,epithet,,,,Narration,Narrator,8182012
13688,Thetis,μήτηρ δʼ οὔ με φίλη,,Iliad,18,189,descriptor,,,,Direct,Achilles,
13690,armor,καλά,,Iliad,18,191,epithet,,,,Direct,Achilles,
13691,armor,κλυτὰ,,Iliad,18,192,epithet,,,,Direct,Achilles,
13692,Telamonian Ajax,Τελαμωνιάδαο,,Iliad,18,193,epithet,patronym,Telamon,,Direct,Achilles,
13697,Iris,ποδήνεμος,,Iliad,18,196,epithet,,,,Narration,Narrator,
13697,Iris,ὠκέα,,Iliad,18,196,epithet,,,,Narration,Narrator,
13699,armor,κλυτὰ,,Iliad,18,197,epithet,,,,Direct,Iris,
13702,Achaean,ἀρήϊοι,,Iliad,18,200,epithet,,,,Direct,Iris,
13702,sons of Achaeans,υἷες Ἀχαιῶν,,Iliad,18,200,epithet,lineage,Achaeans,,Direct,Iris,
13706,Iris,πόδας ὠκέα,,Iliad,18,202,epithet,,,,Narration,Narrator,
13707,Achilles,Διῒ φίλος,,Iliad,18,203,epithet,,,,Narration,Narrator,8182012
13709,Athena,δῖα,,Iliad,18,205,epithet,,,,Narration,Narrator,
13713,Ares,στυγερῷ,,Iliad,18,209,epithet,,,,Narration,Narrator,
13721,Athena,Παλλὰς,,Iliad,18,217,epithet,,,,Narration,Narrator,
13726,Achilles,Αἰακίδαο,,Iliad,18,221,epithet,patronym,Aeacus,,Narration,Narrator,8182012
13727,Achilles,Αἰακίδαο,,Iliad,18,222,epithet,patronym,Aeacus,,Narration,Narrator,8182012
13728,horse,καλλίτριχες,,Iliad,18,223,epithet,,,,Narration,Narrator,
13730,fire,ἀκάματον,,Iliad,18,225,epithet,,,,Narration,Narrator,
13731,Achilles,μεγαθύμου,,Iliad,18,226,epithet,,,,Narration,Narrator,8182012
13731,Achilles,Πηλεΐωνος,,Iliad,18,226,epithet,patronym,Peleus,,Narration,Narrator,8182012
13732,Athena,θεὰ,goddess,Iliad,18,227,descriptor,,,,Narration,Narrator,
13732,Athena,γλαυκῶπις,,Iliad,18,227,epithet,,,,Narration,Narrator,
13733,Achilles,δῖος,,Iliad,18,228,descriptor,,,,Narration,Narrator,8182012
13734,Trojan allies,κλειτοί,,Iliad,18,229,epithet,,,,Narration,Narrator,
13739,Achilles,ποδώκης,,Iliad,18,234,epithet,,,,Narration,Narrator,8182012
13741,bronze,ὀξέϊ,,Iliad,18,236,epithet,,,,Narration,Narrator,
13741,spear,χαλκῷ,,Iliad,18,236,epithet,,,,Narration,Narrator,
13745,Helios,ἀκάμαντα,,Iliad,18,239,descriptor,,,,Narration,Narrator,
13745,Hera,βοῶπις,,Iliad,18,239,epithet,,,,Narration,Narrator,
13745,Hera,πότνια,,Iliad,18,239,descriptor,,,,Narration,Narrator,
13747,Achaean,δῖοι,,Iliad,18,241,epithet,,,,Narration,Narrator,
13752,horse,ὠκέας,,Iliad,18,244,epithet,,,,Narration,Narrator,
13757,Polydamas,πεπνυμένος,,Iliad,18,249,epithet,,,,Narration,Narrator,
13758,Polydamas,Πανθοΐδης,,Iliad,18,250,epithet,patronym,Panthous,,Narration,Narrator,
13759,Polydamas,Ἕκτορι δʼ ἦεν ἑταῖρος,,Iliad,18,251,descriptor,,,,Narration,Narrator,
13764,Eos,δῖαν,,Iliad,18,255,epithet,,,,Direct,Polydamas,
13766,Agamemnon,δίῳ,,Iliad,18,257,epithet,,,,Direct,Polydamas,
13768,ship,θοῇς,,Iliad,18,259,epithet,,,,Direct,Polydamas,
13769,ship,ἀμφιελίσσας,,Iliad,18,260,epithet,,,,Direct,Polydamas,
13770,Achilles,ποδώκεα,,Iliad,18,261,epithet,,,,Direct,Polydamas,8182012
13770,Achilles,Πηλεΐωνα,,Iliad,18,261,epithet,patronym,Peleus,,Direct,Polydamas,8182012
13776,Achilles,ποδώκεα,,Iliad,18,267,epithet,,,,Direct,Polydamas,8182012
13776,Achilles,Πηλεΐωνα,,Iliad,18,267,epithet,patronym,Peleus,,Direct,Polydamas,8182012
13777,night,ἀμβροσίη,,Iliad,18,268,epithet,,,,Direct,Polydamas,
13779,Troy,ἱρὴν,,Iliad,18,270,epithet,,,,Direct,Polydamas,
13789,horse,ἐριαύχενας,,Iliad,18,280,epithet,,,,Direct,Polydamas,
13796,Hector,κορυθαίολος,,Iliad,18,284,epithet,,,,Narration,Narrator,
13801,Troy,Πριάμοιο πόλιν,,Iliad,18,288,descriptor,,,,Direct,Hector,
13803,treasure,καλά,,Iliad,18,290,epithet,,,,Direct,Hector,
13804,Maeonia,ἐρατεινὴν,,Iliad,18,291,epithet,,,,Direct,Hector,
13805,Zeus,μέγας,,Iliad,18,292,epithet,,,,Direct,Hector,
13806,Zeus,Κρόνου πάϊς,,Iliad,18,293,epithet,lineage,Kronos,,Direct,Hector,
13806,Kronos,ἀγκυλομήτεω,,Iliad,18,293,epithet,,,,Direct,Hector,
13817,ship,γλαφυρῇσιν,,Iliad,18,304,epithet,,,,Direct,Hector,
13817,Ares,ὀξὺν,,Iliad,18,304,epithet,,,,Direct,Hector,
13818,Achilles,δῖος,,Iliad,18,305,descriptor,,,,Direct,Hector,8182012
13820,war,δυσηχέος,,Iliad,18,307,epithet,,,,Direct,Hector,
13822,Ares,Ἐνυάλιος,,Iliad,18,309,epithet,,,,Direct,Hector,
13826,Trojan,νήπιοι,,Iliad,18,311,descriptor,,,,Narration,Narrator,
13826,Athena,Παλλὰς,,Iliad,18,311,epithet,,,,Narration,Narrator,
13831,Achilles,Πηλεΐδης,,Iliad,18,316,epithet,patronym,Peleus,,Narration,Narrator,8182012
13833,lion,ἠϋγένειος,,Iliad,18,318,epithet,,,,Narration,Narrator,
13843,Menoetius,ἥρωα,,Iliad,18,325,descriptor,,,,Direct,Achilles,
13844,Patroclus,περικλυτὸν υἱὸν,,Iliad,18,326,epithet,,,,Direct,Achilles,
13849,Peleus,γέρων,,Iliad,18,331,descriptor,,,,Direct,Achilles,
13849,Peleus,ἱππηλάτα,,Iliad,18,331,epithet,,,,Direct,Achilles,
13850,Thetis,μήτηρ,,Iliad,18,332,descriptor,,,,Direct,Achilles,
13853,Hector,μεγαθύμου,,Iliad,18,335,epithet,,,,Direct,Achilles,
13855,sons,ἀγλαὰ,,Iliad,18,337,epithet,,,,Direct,Achilles,
13856,ship,κορωνίσι,,Iliad,18,338,epithet,,,,Direct,Achilles,
13857,"Trojan, Dardanian",βαθύκολποι,,Iliad,18,339,epithet,,,,Direct,Achilles,
13863,Achilles,δῖος,,Iliad,18,343,descriptor,,,,Narration,Narrator,8182012
13866,fire,κηλέῳ,,Iliad,18,346,epithet,,,,Narration,Narrator,
13869,tripod,χαλκῷ,,Iliad,18,349,epithet,,,,Narration,Narrator,
13874,Achilles,πόδας ταχὺν,,Iliad,18,354,epithet,,,,Narration,Narrator,8182012
13876,Hera,κασιγνήτην,,Iliad,18,356,descriptor,,,,Narration,Narrator,
13876,Hera,ἄλοχόν,,Iliad,18,356,descriptor,,,,Narration,Narrator,
13878,Hera,βοῶπις,,Iliad,18,357,epithet,,,,Direct,Zeus,
13878,Hera,πότνια,,Iliad,18,357,descriptor,,,,Direct,Zeus,
13879,Achilles,πόδας ταχύν,,Iliad,18,358,epithet,,,,Direct,Zeus,8182012
13880,Achaean,κομόωντες,,Iliad,18,359,epithet,,,,Direct,Zeus,
13884,Hera,βοῶπις,,Iliad,18,360,epithet,,,,Narration,Narrator,
13884,Hera,πότνια,,Iliad,18,360,descriptor,,,,Narration,Narrator,
13886,Zeus,αἰνότατε,,Iliad,18,361,descriptor,,,,Direct,Hera,
13886,Zeus,Κρονίδη,,Iliad,18,361,epithet,lineage,Kronos,,Direct,Hera,
13888,man,θνητός,,Iliad,18,363,epithet,,,,Direct,Hera,
13889,Hera,θεάων ἔμμεν ἀρίστη,,Iliad,18,364,descriptor,,,,Direct,Hera,
13891,Zeus,NEED,,Iliad,18,366,descriptor,,,,Direct,Hera,
13891,gods,ἀθανάτοισιν,,Iliad,18,366,descriptor,,,,Direct,Hera,
13896,Thetis,ἀργυρόπεζα,,Iliad,18,369,epithet,,,,Narration,Narrator,
13897,house,μεταπρεπέʼ ,,Iliad,18,370,descriptor,,,,Narration,Narrator,
13897,gods,ἀθανάτοισι,,Iliad,18,370,epithet,,,,Narration,Narrator,
13898,Hephaestus,κυλλοποδίων,,Iliad,18,371,epithet,,,,Narration,Narrator,
13904,house,θαῦμα ἰδέσθαι,,Iliad,18,377,descriptor,,,,Narration,Narrator,
13908,Thetis,θεὰ,goddess,Iliad,18,381,descriptor,,,,Narration,Narrator,
13908,Thetis,ἀργυρόπεζα,,Iliad,18,381,epithet,,,,Narration,Narrator,
13909,charis,λιπαροκρήδεμνος,,Iliad,18,382,epithet,,,,Narration,Narrator,
13910,charis,καλή,,Iliad,18,383,epithet,,,,Narration,Narrator,
13910,Hephaestus,περικλυτὸς,,Iliad,18,383,epithet,,,,Narration,Narrator,
13910,Hephaestus,ἀμφιγυήεις,,Iliad,18,383,epithet,,,,Narration,Narrator,
13913,Thetis,τανύπεπλε,long-robed,Iliad,18,385,epithet,,,,Direct,Charis,
13919,charis,δῖα,,Iliad,18,388,epithet,,,,Narration,Narrator,
13919,charis,θεάων,goddess,Iliad,18,388,descriptor,,,,Narration,Narrator,
13921,chair,καλοῦ,,Iliad,18,390,epithet,,,,Narration,Narrator,
13922,Hephaestus,κλυτοτέχνην,,Iliad,18,391,epithet,,,,Narration,Narrator,
13926,Hephaestus,περικλυτὸς,,Iliad,18,393,epithet,,,,Narration,Narrator,
13926,Hephaestus,ἀμφιγυήεις,,Iliad,18,393,epithet,,,,Narration,Narrator,
13928,Thetis,δεινή,,Iliad,18,394,descriptor,,,,Direct,Hephaestus,
13928,Thetis,αἰδοίη,,Iliad,18,394,descriptor,,,,Direct,Hephaestus,
13928,Thetis,θεὸς,,Iliad,18,394,descriptor,,,,Direct,Hephaestus,
13930,Hera,μητρὸς,,Iliad,18,396,descriptor,,,,Direct,Hephaestus,
13930,Hera,κυνώπιδος,,Iliad,18,396,descriptor,,,,Direct,Hephaestus,
13933,eurynome,θυγάτηρ ,,Iliad,18,399,epithet,lineage,Oceanus,,Direct,Hephaestus,
13933,Oceanus,ἀψορρόου,,Iliad,18,399,epithet,,,,Direct,Hephaestus,
13936,cave,γλαφυρῷ,,Iliad,18,402,epithet,,,,Direct,Hephaestus,
13941,Thetis,καλλιπλοκάμῳ,,Iliad,18,407,epithet,,,,Direct,Hephaestus,
13942,entertainment,καλά,,Iliad,18,408,epithet,,,,Direct,Hephaestus,
13946,Hephaestus,πέλωρ αἴητον,,Iliad,18,410,descriptor,,,,Narration,Narrator,
13953,Hephaestus,ἄνακτι,,Iliad,18,417,epithet,,,,Narration,Narrator,
13956,gods,ἀθανάτων,,Iliad,18,420,epithet,,,,Narration,Narrator,
13957,Hephaestus,ἄνακτος,,Iliad,18,421,epithet,,,,Narration,Narrator,
13958,chair,φαεινοῦ,,Iliad,18,422,epithet,,,,Narration,Narrator,
13961,Thetis,τανύπεπλε,,Iliad,18,424,epithet,,,,Direct,Hephaestus,
13962,Thetis,αἰδοίη,,Iliad,18,425,descriptor,,,,Direct,Hephaestus,
13962,Thetis,φίλη,,Iliad,18,425,descriptor,,,,Direct,Hephaestus,
13970,Thetis,θεαί,goddess,Iliad,18,429,descriptor,,,,Direct,Thetis,
13972,Zeus,Κρονίδης,,Iliad,18,431,epithet,patronym,Kronos,,Direct,Thetis,
13973,Nereid,ἀλλάων ἁλιάων,,Iliad,18,432,epithet,lineage,sea,,Direct,Thetis,
13973,Peleus,ἀνδρὶ,,Iliad,18,432,epithet,,,,Direct,Thetis,
13974,Peleus,Αἰακίδῃ,,Iliad,18,433,epithet,patronym,Aeacus,,Direct,Thetis,
13974,Peleus,ἀνέρος,,Iliad,18,433,epithet,,,,Direct,Thetis,
13980,ship,κορωνίσιν,,Iliad,18,439,epithet,,,,Direct,Thetis,
13985,Briseis,κούρην ἣν ἄρα οἱ γέρας ἔξελον ,,Iliad,18,444,descriptor,,,,Direct,Thetis,
13985,sons of Achaeans,υἷες Ἀχαιῶν,,Iliad,18,444,epithet,lineage,Achaeans,,Direct,Thetis,
13986,Agamemnon,κρείων,,Iliad,18,445,epithet,,,,Direct,Thetis,
13990,gift,περικλυτὰ,,Iliad,18,449,epithet,,,,Direct,Thetis,
13996,Patroclus,Μενοιτίου ,,Iliad,18,455,epithet,lineage,Menoetius,,Direct,Thetis,
13996,Patroclus,ἄλκιμον,,Iliad,18,455,epithet,,,,Direct,Thetis,
13999,Achilles,ὠκυμόρῳ,,Iliad,18,458,descriptor,,,,Direct,Thetis,8182012
14000,greave,καλὰς,,Iliad,18,459,epithet,,,,Direct,Thetis,
14001,Patroclus,πιστὸς ἑταῖρος,,Iliad,18,460,descriptor,,,,Direct,Thetis,
14006,Hephaestus,περικλυτὸς,,Iliad,18,462,epithet,,,,Narration,Narrator,
14006,Hephaestus,ἀμφιγυήεις,,Iliad,18,462,epithet,,,,Narration,Narrator,
14009,death,δυσηχέος,,Iliad,18,464,epithet,,,,Direct,Hephaestus,
14011,armor,καλὰ,,Iliad,18,466,epithet,,,,Direct,Hephaestus,
14024,hammer,κρατερήν,,Iliad,18,477,epithet,,,,Narration,Narrator,
14027,edge,φαεινὴν,,Iliad,18,479,epithet,,,,Narration,Narrator,
14035,orion-constellation,σθένος,,Iliad,18,486,epithet,,,,Narration,Narrator,
14037,bear-constellation,ἥ τʼ αὐτοῦ στρέφεται καί τʼ ,,Iliad,18,488,descriptor,,,,Narration,Narrator,
14038,bear-constellation,οἴη δʼ ἄμμορός ἐστι λοετρῶν Ὠκεανοῖο,,Iliad,18,489,descriptor,,,,Narration,Narrator,
14042,cities,καλάς,,Iliad,18,491,epithet,,,,Narration,Narrator,
14055,circle,ἱερῷ,,Iliad,18,504,epithet,,,,Narration,Narrator,
14056,Herald,ἠεροφώνων,,Iliad,18,505,epithet,,,,Narration,Narrator,
14062,warrior,τεύχεσι λαμπόμενοι,,Iliad,18,510,descriptor,,,,Narration,Narrator,
14064,city,ἐπήρατον,,Iliad,18,512,epithet,,,,Narration,Narrator,
14068,Athena,Παλλὰς,,Iliad,18,516,epithet,,,,Narration,Narrator,
14069,"Ares,Athena",ἄμφω χρυσείω,,Iliad,18,517,descriptor,,,,Narration,Narrator,
14070,"Ares,Athena",καλὼ,,Iliad,18,518,epithet,,,,Narration,Narrator,
14070,"Ares, Athena",μεγάλω,,Iliad,18,518,epithet,,,,Narration,Narrator,
14071,"Ares,Athena",ἀμφὶς ἀριζήλω,,Iliad,18,519,descriptor,,,,Narration,Narrator,
14074,bronze,αἴθοπι,,Iliad,18,522,epithet,,,,Narration,Narrator,
14081,flock,καλὰ,,Iliad,18,528,epithet,,,,Narration,Narrator,
14085,horse,ἀερσιπόδων,,Iliad,18,532,epithet,,,,Narration,Narrator,
14087,spear,χαλκήρεσιν,,Iliad,18,534,epithet,,,,Narration,Narrator,
14088,Ker,ὀλοὴ,,Iliad,18,535,descriptor,,,,Narration,Narrator,
14099,wine,μελιηδέος,,Iliad,18,545,epithet,,,,Narration,Narrator,
14106,sickle,ὀξείας,,Iliad,18,551,epithet,,,,Narration,Narrator,
14119,vineyard,καλὴν,beautiful,Iliad,18,562,epithet,,,,Narration,Narrator,
14119,vineyard,χρυσείην,golden,Iliad,18,562,epithet,,,,Narration,Narrator,
14119,grapes,μέλανες,,Iliad,18,562,epithet,,,,Narration,Narrator,
14126,lyre,λιγείῃ,,Iliad,18,569,epithet,,,,Narration,Narrator,
14131,cow,ὀρθοκραιράων,,Iliad,18,573,epithet,,,,Narration,Narrator,
14136,dog,πόδας ἀργοὶ,,Iliad,18,578,epithet,,,,Narration,Narrator,
14141,blood,μέλαν,,Iliad,18,583,epithet,,,,Narration,Narrator,
